Income,Liab_ratio,Total_assete,EPS,Networth,Return_Eq,Revenue,Turnover,Stock,Reture_A,Top_100
553202,35.2,5279781.0,8.4,3070891,18.51,4658907,1.97,658262.0,11.02,0
900626,70.68,30578748.0,3.66,7720079,11.95,36096281,2.09,2517748.0,3.08,0
2065325,51.47,21451715.0,11.38,10588314,20.15,36167994,2.82,1816996.0,9.9,0
4095395,49.54,75428898.0,6.15,39410144,11.17,45704270,1.1,5284413.0,5.62,0
1025601,17.23,5092369.0,6.11,3897860,27.73,5370626,1.55,1678770.0,21.45,0
-48080,19.49,751413.0,-0.71,555280,-8.45,310453,0.67,681151.0,-6.45,0
374744,49.02,9123907.0,1.43,4428651,6.92,6762818,1.24,2574401.0,3.35,0
453059,51.11,9313633.0,2.07,4380066,10.59,3409980,0.81,2191972.0,4.99,0
1007121,52.45,8327513.0,2.26,5575914,17.49,7159730,0.76,4475274.0,11.9,0
3838255,52.12,91661577.0,4.86,41725205,9.43,26845946,0.42,7815962.0,4.18,0
44132,62.36,16201670.0,0.17,4537095,0.98,1000376,0.36,2645913.0,0.31,0
107806,63.02,31868186.0,0.17,12459963,0.9,5915557,0.33,9775892.0,0.33,0
242758,51.04,13982018.0,0.85,7438339,3.29,3834898,0.2,2852450.0,1.71,0
2619876,41.78,34079058.0,9.02,18429238,14.68,9197553,0.53,2903260.0,7.72,0
494824,46.98,8855428.0,2.94,4177111,12.26,9171338,2.03,1680000.0,6.06,0
731809,,7104238.0,10.05,3316504,,5373642,,800250.0,,0
588084,51.03,14999367.0,2.01,6952844,8.64,1907389,0.32,2299791.0,4.07,0
-1007168,80.3,21627846.0,-3.27,3491372,-27.71,2670823,0.27,2792671.0,-4.58,0
13477,53.71,2338162.0,0.15,1123821,1.23,489508,2.12,671174.0,0.6,0
17538421,85.13,593323834.0,12.2,99978870,18.04,59477759,0.21,15313280.0,3.06,1
81142,72.36,1190391.0,2.35,414434,20.79,1783704,2.48,300000.0,7.15,0
-122122,66.04,24340997.0,-0.62,8511444,-1.47,4790864,0.44,1955310.0,-0.51,0
-83160,60.69,9723879.0,-0.52,3457908,-2.4,8308167,1.44,1598993.0,-0.85,0
576099,41.48,8147415.0,2.91,4546346,12.81,13512521,2.76,1883573.0,7.12,0
481262,39.42,8263284.0,2.58,4746848,10.36,6174144,1.43,1876622.0,5.89,0
3835096,14.51,52023356.0,1.25,44527257,8.99,19553306,0.59,30271869.0,7.57,0
-91303,54.82,3080899.0,-0.86,1162267,-7.72,2202994,1.26,886500.0,-2.86,0
-1240799,44.46,19741580.0,-1.86,9928245,-12.47,14290244,1.39,6655551.0,-6.37,0
148632,50.45,6523457.0,1.16,3165435,4.72,4239384,1.59,1275887.0,2.31,0
1919,21.58,2119045.0,0.02,1385776,0.14,947499,1.09,1170064.0,0.09,0
56309,4.5,2780734.0,0.48,2653280,2.18,652952,0.54,1155364.0,2.09,0
209927,58.62,28262080.0,1.52,11236501,1.87,13916562,1.0,2255409.0,0.73,0
345825,47.85,5049016.0,2.67,2629064,14.54,3267428,1.34,1289145.0,7.43,0
-434942,51.52,4673657.0,-1.89,1968876,-21.81,3291260,1.26,2296792.0,-9.06,0
24056,62.43,3458316.0,0.13,1398879,1.76,3054963,2.06,1677385.0,0.73,0
657018,51.8,32277650.0,1.18,15743806,4.24,16037113,1.02,5561777.0,2.05,0
34073,33.43,2551071.0,0.39,1415434,2.44,606740,0.52,868427.0,1.38,0
-16680,38.8,1711337.0,-0.17,1118128,-1.52,760612,0.86,1000002.0,-0.98,0
62392,5.24,1206185.0,1.16,543779,11.71,845362,0.01,532424.0,5.35,0
241648,44.4,8742427.0,1.12,4516046,5.38,9635678,2.17,2174973.0,2.82,0
143646,25.66,4054588.0,0.7,3017807,4.9,2507351,1.04,2060698.0,3.74,0
12095,52.81,820065.0,0.4,324817,3.81,518477,1.42,300000.0,1.48,0
5227665,45.73,55851948.0,11.24,29362822,18.33,56093201,1.95,4650273.0,9.3,0
149496,79.64,31829965.0,0.5,5598038,2.82,2103343,0.59,3803045.0,0.48,0
337210,23.97,3179233.0,2.25,2234627,15.25,1899439,1.03,1500000.0,10.44,0
501248,47.43,7498838.0,3.38,4262719,11.9,2005196,0.44,1582306.0,6.74,0
604676,59.71,12044400.0,2.99,4263736,14.37,26710813,3.79,1791260.0,5.07,0
1665915,51.19,31554142.0,3.42,15670455,11.18,22816306,1.25,5155469.0,5.38,0
744132,38.21,8025968.0,6.96,5221825,14.55,5934549,1.46,1068398.0,9.53,0
875502,70.29,20261423.0,4.88,6366383,14.05,25119857,2.17,1872192.0,4.35,0
270395,27.26,4750068.0,2.13,3075074,8.97,3582522,1.45,1220859.0,5.76,0
298681,24.71,3670253.0,3.35,2505777,12.16,3511749,1.77,892000.0,8.33,0
1048117,24.08,6187324.0,4.56,4482403,24.87,5614539,1.5,2261682.0,17.96,0
142062,21.89,2698827.0,2.01,1822664,7.9,1334922,0.94,718391.0,5.7,0
597928,18.29,5592068.0,4.12,4609035,13.13,4432961,1.64,1430623.0,10.71,0
-216792,26.57,4591514.0,-1.33,2992939,-7.18,2979162,1.33,1631469.0,-4.76,0
2665565,61.99,25684378.0,8.19,13393654,20.65,25421687,1.82,3329572.0,10.32,0
1675722,37.54,22029235.0,6.72,13649447,12.42,23735090,1.83,2693933.0,7.79,0
78965,44.41,1983800.0,0.96,1123926,7.19,1603098,1.27,827897.0,4.04,0
108723,11.04,1669131.0,1.27,1505916,7.29,841245,0.89,864909.0,6.28,0
400635,27.24,3449006.0,5.01,2249886,18.39,1767267,0.99,800018.0,12.27,0
-6760,52.23,23980.0,-0.05,16288,-40.3,23202,1.07,1270767.0,-27.52,0
-52067,38.13,2600689.0,-0.39,1272794,-4.08,809208,0.81,1149518.0,-2.01,0
782398,44.14,8711488.0,9.06,4412745,18.39,9123421,2.07,863434.0,9.3,0
649834,55.38,4459852.0,3.85,2377601,27.81,1997427,0.93,1694394.0,15.55,0
8178977,48.76,108746240.0,8.6,58404639,14.25,76180649,1.08,7791466.0,7.53,0
-61358,42.13,872973.0,-0.82,440353,-13.48,636513,1.07,749767.0,-7.03,0
679065,71.08,13185306.0,2.58,5131266,13.34,12624101,1.73,2775141.0,5.13,0
1926589,45.37,29813911.0,4.22,14946170,13.32,12428549,0.73,4316114.0,6.68,0
2934043,36.36,42767373.0,8.63,25557489,11.93,29897996,1.31,3617798.0,7.25,0
1450675,18.08,25437173.0,7.88,21209533,6.91,10178002,1.04,1787083.0,5.71,0
1501978,34.94,7492315.0,12.55,4850941,31.45,4823613,1.35,1194711.0,20.08,0
2188249,61.58,38029686.0,7.5,13495354,16.53,41405758,2.0,2923984.0,6.05,0
581932,67.94,8215344.0,5.87,2615051,22.58,19476255,4.11,991729.0,7.07,0
1397900,55.92,26975898.0,2.54,10643594,13.06,20983757,1.63,5166213.0,5.37,0
-85483,15.51,3573907.0,-0.25,2359669,-3.6,1675786,0.8,1479998.0,-2.43,0
1466920,53.06,37938976.0,3.76,16785589,8.86,62648731,3.1,3976243.0,3.86,1
143588,52.52,5313006.0,0.85,2499713,5.86,3776717,1.57,1826396.0,2.79,0
-73234,94.88,200120.0,-0.79,2849,-1035.99,77932,0.61,1047781.0,-33.65,0
87165,26.71,2159721.0,1.32,1896050,4.56,441734,0.41,658000.0,4.01,0
2197144,52.81,11921210.0,25.31,5338568,43.26,13652564,2.16,874354.0,17.74,0
2127220,61.8,25171091.0,5.52,9530631,23.16,34863027,2.63,3887510.0,8.71,0
3155383,68.63,93162581.0,12.13,30501350,10.57,84091485,1.59,932720.0,3.45,0
3241795,8.62,19867286.0,35.72,18350604,18.31,13876445,1.14,929014.0,16.9,0
416837,34.07,4865403.0,5.29,3246761,13.03,5465855,1.87,730678.0,8.51,0
137872,,1537534.0,3.58,1375952,,710777,,385090.0,,0
-62874,36.64,377989.0,-1.38,313809,-20.12,152753,0.0,472470.0,-16.72,0
379262,,4749637.0,6.35,2143910,,3395005,,603156.0,,0
-38051,34.6,2906024.0,-0.57,1709033,-2.22,2413548,1.4,693000.0,-1.31,0
-284866,58.86,9418445.0,-0.74,4778334,-7.35,4623829,0.97,4457967.0,-3.41,0
261615,46.23,4036597.0,3.1,2179338,12.39,2384625,0.96,845248.0,6.61,0
719556,50.49,14683881.0,6.88,6238225,11.99,4849689,0.91,1072558.0,5.36,0
3730920,65.99,92212366.0,11.04,28884164,13.38,127104736,2.65,3394398.0,4.21,0
1067431,67.07,20217377.0,8.54,7098694,15.31,4328920,0.37,1246986.0,5.28,0
263449,57.85,5310690.0,2.65,2395975,11.27,2085142,0.64,1074490.0,4.99,0
715359,23.65,6416031.0,10.22,4595715,16.06,3978413,0.94,700000.0,11.62,0
1453723,67.44,10878981.0,20.02,4268251,36.11,9371410,1.22,726000.0,13.43,0
7372455,16.09,380923116.0,0.78,312627068,2.47,415281764,2.86,95259597.0,2.02,1
530965,,2406078.0,17.42,1771570,,2909821,,305710.0,,0
684661,23.3,5151270.0,5.31,3849356,18.23,3750121,1.28,1290474.0,13.74,0
820983,31.0,3983400.0,11.0,3102970,28.96,3549497,1.82,742848.0,21.98,0
35142,15.51,1402903.0,0.82,1195389,3.1,581012,0.62,426509.0,2.64,0
-2104236,15.17,4372725.0,-7.84,2620715,-104.15,300,0.0,3116067.0,-66.07,0
148328,40.69,4257290.0,1.57,2266991,6.87,2646853,1.5,830000.0,3.54,0
62389,43.43,2561099.0,0.72,1392016,4.57,1792597,1.56,868813.0,2.48,0
-237460,57.18,3027920.0,-2.54,1363728,-17.04,1615250,0.94,804993.0,-7.75,0
464171,14.07,9577118.0,3.58,8372453,5.6,5898185,1.11,1484985.0,4.89,0
407534,24.23,5043033.0,3.66,3557375,11.85,1622229,0.66,1112709.0,8.36,0
1777831,13.77,5964918.0,16.85,4844030,40.17,5268419,1.42,1061241.0,33.06,0
163871,41.96,2381625.0,5.66,1372810,13.03,1578165,1.18,320695.0,6.99,0
2792480,83.43,159009244.0,5.01,23662850,12.03,14665572,0.14,5150004.0,1.8,0
-103496,,1227221.0,-1.33,1086995,,299015,,816390.0,,0
551800,58.76,30449444.0,3.56,13754028,4.05,14260153,0.83,1658164.0,1.78,0
-131861,46.21,1102635.0,-3.3,646790,-22.98,795225,1.8,448734.0,-13.05,0
215511,33.54,2014103.0,6.52,1289653,17.5,1846674,1.9,340000.0,11.44,0
294938,56.22,5472527.0,4.09,2358346,12.83,2088346,0.77,739685.0,5.46,0
103916,15.82,2079050.0,2.2,1643078,6.53,844885,1.16,473880.0,5.22,0
123054,48.3,3577273.0,1.85,2008047,6.25,1689699,0.71,683399.0,3.57,0
8609657,58.01,54724165.0,49.25,24513923,37.11,186927647,6.32,1748408.0,15.0,1
1212881,43.8,14474231.0,8.62,6990672,18.28,14229734,2.63,1310300.0,9.35,0
220416,26.48,2275946.0,3.66,1680841,13.46,1913403,1.5,607500.0,9.95,0
373253,,4460252.0,5.28,2453585,,4830183,,714543.0,,0
46723,35.24,2746159.0,0.7,1659156,2.83,2704414,1.79,669674.0,1.69,0
27586,19.4,2295555.0,0.07,1698673,1.65,620635,0.97,663898.0,1.22,0
342846,42.83,4961630.0,5.12,2445174,14.63,3159682,1.63,671779.0,7.64,0
279530,30.75,2821274.0,4.77,1791185,15.98,2404160,2.03,570000.0,10.28,0
495059,,7059007.0,4.4,3215384,,4998255,,1220000.0,,0
213206,,3873112.0,3.43,1958734,,3117134,,660000.0,,0
318484,,3040576.0,5.29,2616871,,1969592,,675000.0,,0
409107,,16294867.0,2.35,10782008,,13514535,,1742606.0,,0
194218,,4786852.0,2.63,1526454,,17281341,,737484.0,,0
906913,,6692504.0,14.17,3632928,,6306568,,637508.0,,0
-66739,49.79,6749038.0,-0.19,3748350,-1.87,1437057,0.38,1426362.0,-1.0,0
2164113,38.61,13816160.0,11.53,9279077,23.93,13804562,2.3,1201369.0,16.33,0
304257,24.52,6348855.0,1.98,4776095,6.54,2973426,0.86,1421805.0,4.92,0
115558,54.27,5123329.0,1.02,2323896,5.02,2442176,0.95,1324080.0,2.28,0
24471,40.57,1277529.0,0.03,702855,3.49,908235,1.17,1126298.0,1.92,0
784353,35.36,11531915.0,3.7,7577936,10.49,8766318,1.16,2091197.0,6.88,0
3665917,23.72,44556237.0,5.67,32362689,11.57,38512743,1.39,6461655.0,8.54,0
1362120,55.33,23319671.0,1.56,8915540,16.0,16424018,1.5,638799.0,6.0,0
-3395,7.06,2500072.0,-0.15,2245308,-0.15,1222174,0.57,800000.0,-0.14,0
1097448,30.86,7803097.0,12.24,5205165,21.61,7407799,1.4,861721.0,14.44,0
-643349,66.65,2603954.0,-3.06,413786,-122.12,3056058,1.33,2080888.0,-24.29,0
214340,41.44,4529146.0,2.7,2626647,8.31,3134712,1.29,789534.0,4.84,0
207781,47.79,3643945.0,3.06,1993990,10.44,1638051,0.83,676320.0,5.64,0
-1090187,33.74,11514631.0,-2.47,6968810,-15.18,7159043,1.21,4415449.0,-9.73,0
254887,32.03,17973245.0,0.51,11884185,2.26,5965534,0.69,5063811.0,1.48,0
1834350,70.65,40547997.0,4.22,8753211,21.42,137509979,6.48,3784965.0,5.02,0
106018,78.78,13829096.0,1.65,2629816,4.03,8089642,1.19,749218.0,0.76,0
1402677,13.9,13609010.0,3.17,11815167,12.35,9706776,1.25,4422222.0,10.68,0
2367483,42.72,35080814.0,3.26,20831752,11.57,23011381,1.02,7272401.0,6.84,0
953347,53.24,24269506.0,3.23,10579062,9.39,22349528,1.58,2800000.0,4.05,0
-47675,34.73,907040.0,-0.76,560406,-8.33,1065712,2.06,623663.0,-5.34,0
973547,45.05,8037116.0,8.16,3950042,26.01,7544545,1.91,1209260.0,12.26,0
1911734,59.51,31444986.0,7.28,13027871,15.09,22847267,1.32,2712425.0,6.2,0
395973,60.0,11059451.0,1.23,4322775,9.32,15049948,2.33,3206745.0,3.67,0
-39467,39.11,1434435.0,-0.58,853088,-4.56,397072,0.9,685735.0,-2.72,0
190268,24.6,5244735.0,1.5,3344452,5.67,3399884,1.65,1270550.0,3.64,0
196348,37.05,2742385.0,2.44,1599991,12.62,3125776,1.68,813405.0,7.6,0
290460,34.39,4051099.0,2.88,2809682,10.42,7152222,3.1,1008978.0,7.38,0
993948,47.88,8968968.0,8.91,3242144,32.67,2906727,0.8,1115000.0,12.38,0
263881,65.43,7376368.0,2.73,2600524,10.44,1903290,0.46,811319.0,3.62,0
87180,35.83,2759980.0,0.78,1970415,4.45,2754448,1.83,1122505.0,3.19,0
583357,63.02,18506166.0,1.63,5947714,10.14,6552677,0.8,3151781.0,3.24,0
67130,50.2,10163331.0,0.38,5339052,1.27,5792494,1.02,1753982.0,0.67,0
1173798,20.09,7138744.0,10.81,5754163,20.99,2680539,0.67,1088880.0,17.02,0
-120191,34.69,5589187.0,-1.15,3756598,-3.25,3233341,1.36,1042610.0,-2.3,0
-499900,12.03,7093206.0,-2.7,6399777,-7.89,378255,0.5,1857472.0,-7.1,0
-153406,58.9,3632290.0,-2.56,1674798,-8.98,3741653,2.43,599997.0,-4.1,0
-187756,44.44,2343567.0,-2.81,1289868,-14.32,1366916,1.0,668000.0,-7.88,0
1938938,57.69,17809034.0,13.87,6949980,29.21,67198104,5.56,1400585.0,11.65,1
408631,70.66,7256490.0,5.67,2139572,19.69,3679560,0.89,737205.0,5.69,0
130619,54.5,5452480.0,0.87,2393691,5.54,3298720,1.08,1500000.0,2.4,0
4976676,37.03,27901357.0,16.36,15661245,33.25,24414306,1.94,2930202.0,18.21,0
277571,40.23,4513513.0,4.22,2659878,10.56,2882490,1.48,660590.0,6.26,0
23704,41.06,2401142.0,0.48,1357508,1.75,1035590,1.12,495340.0,1.0,0
264778,50.32,15958201.0,1.15,7217009,3.68,4486977,0.55,1348123.0,1.71,0
94453,58.51,6808973.0,1.04,2491596,3.89,4224774,0.9,908863.0,1.35,0
391080,32.17,2994808.0,9.96,1791694,22.29,1895124,1.35,392700.0,13.35,0
832878,23.42,2502446.0,12.51,1896073,45.37,1376062,1.31,666019.0,34.53,0
648900,26.4,4148815.0,6.05,3005548,22.22,3830398,1.69,1104440.0,16.08,0
50451,53.7,5363814.0,0.75,2528362,2.06,2791573,1.22,675000.0,0.96,0
634787,37.0,4557973.0,12.39,3235143,23.52,2360994,1.14,518453.0,15.75,0
1070583,40.76,22979690.0,1.81,12189668,8.85,9313724,0.56,5890486.0,4.77,0
-55211,60.42,1758662.0,-0.86,771333,-7.64,1017093,1.15,674910.0,-3.09,0
112524,34.28,3475284.0,1.26,1921663,5.97,2076359,1.4,893841.0,3.18,0
895514,36.3,14350057.0,5.06,8515317,10.44,11345641,1.75,1861950.0,6.37,0
32481,10.61,1361772.0,0.33,1234255,2.64,432138,0.26,980496.0,2.44,0
3919417,47.7,368914559.0,1.64,201243202,2.02,249954311,1.5,29467872.0,1.09,0
553022,26.23,10246129.0,1.83,7563232,7.41,7257633,1.45,3050000.0,5.42,0
-88994,88.01,9359666.0,-1.07,711829,-12.17,167828,0.01,833439.0,-1.02,0
889165,46.22,34382192.0,0.58,20024333,4.48,29934966,1.58,15791453.0,2.57,0
867282,29.23,17615835.0,1.64,12592350,7.03,3542624,0.44,5163580.0,5.02,0
5592171,54.6,43788205.0,5.53,19355092,29.32,68959738,3.21,8816811.0,13.18,0
892567,31.53,7503362.0,4.08,5038876,18.48,6628124,1.63,2211212.0,12.48,0
-38233,42.22,691393.0,-0.77,419575,-9.07,538991,1.28,538066.0,-5.38,0
4112147,43.91,29682477.0,13.36,16780587,25.33,27072342,1.9,2989838.0,14.33,0
2437228,50.29,23169427.0,5.42,11698612,21.48,13706365,1.07,4511971.0,10.74,0
326745,40.74,5200498.0,1.84,3073442,10.82,1986369,0.77,1805375.0,6.41,0
879968,59.59,6949444.0,4.5,3116813,29.03,5086762,1.24,1953628.0,13.0,0
5175909,60.25,62501788.0,13.19,26960858,19.81,70010849,1.88,3750646.0,8.46,0
832650,32.96,9019519.0,4.37,5963433,14.25,9033976,1.85,1884521.0,9.49,0
951265,34.33,17025624.0,2.31,11148239,8.91,7195005,0.78,3874896.0,5.8,0
419729,50.87,6861767.0,2.34,3280603,13.12,2197817,0.69,1795041.0,6.24,0
354015,18.97,6352995.0,1.68,5212937,6.94,8536948,2.58,2091482.0,5.64,0
-27139,87.99,3636286.0,-0.18,429347,-6.47,766667,0.34,1507246.0,-0.75,0
870262,75.86,2187492.0,6.94,1154440,57.04,749997,0.51,1012800.0,33.71,0
773023,54.75,13230397.0,3.07,5584540,14.14,9970633,1.4,2485404.0,6.24,0
193302,53.47,4790743.0,1.73,2226123,8.89,1232504,0.59,1104306.0,4.11,0
1305146,72.16,70787963.0,1.01,19034237,6.95,55558409,1.45,7633599.0,1.9,0
287487,64.83,16830743.0,0.81,5517277,5.35,16775209,2.03,3581640.0,1.75,0
363877,65.51,6203534.0,2.15,2139516,17.32,6022518,1.72,1696233.0,5.53,0
774721,62.45,12254438.0,2.57,5233652,15.11,18357564,3.1,3090430.0,6.34,0
1800435,57.77,31742387.0,5.21,12453988,14.8,14645277,0.97,2979639.0,5.76,0
1730740,56.45,31692510.0,5.72,13883905,12.68,19348249,1.2,2877859.0,5.39,0
1569168,65.31,31861472.0,2.11,11654984,14.08,13061441,0.69,7368465.0,4.98,0
2897250,89.69,202593027.0,8.85,22088060,13.36,29632864,0.25,4323013.0,1.44,0
388910,29.05,4386841.0,4.64,3037248,13.07,2874514,1.23,831613.0,8.98,0
651294,31.59,6079558.0,4.41,4085045,16.29,2748625,0.88,1473176.0,10.93,0
90366,43.59,5029202.0,0.69,2916598,3.1,2347804,0.99,1091071.0,1.78,0
9275392,43.12,186389375.0,5.88,118965351,8.46,19084589,0.2,15048810.0,5.21,0
182975,42.05,10878361.0,0.57,6540343,2.78,1491772,0.77,3309030.0,1.59,0
-123303,41.51,2882000.0,-1.19,1589279,-7.67,3004576,1.05,1032082.0,-4.22,0
1172997,49.96,17207745.0,4.38,9336956,13.82,6408626,0.36,2299898.0,7.01,0
8653483,93.09,3101082238.0,0.67,189404165,4.62,24642539,0.04,128547788.0,0.29,0
90971677,92.75,9244452655.0,8.54,776782796,12.56,137294299,0.1,115002640.0,1.0,1
75958223,92.23,10950472444.0,5.41,904775681,8.78,190929532,0.1,147025102.0,0.71,1
20676286,90.21,3434618475.0,0.87,332626087,6.57,66703953,0.15,149732712.0,0.61,1
18047856,93.07,2971744682.0,1.43,181600577,10.07,21338518,0.05,125671000.0,0.63,1
25977044,89.64,2759239447.0,1.99,273617446,9.65,26918952,0.09,121374360.0,0.97,1
25017968,91.2,3856376532.0,1.84,326588960,7.74,31550874,0.05,135998240.0,0.66,1
14488827,91.19,2196059206.0,1.17,186109382,7.86,21659114,0.05,117126998.0,0.67,0
14459259,95.09,4357123796.0,1.12,241578858,5.94,100285618,0.13,133173941.0,0.34,1
3734919,86.1,316757486.0,1.12,42737811,8.89,2277257,0.04,28964817.0,1.21,0
12241354,91.91,2143348565.0,1.09,155869732,7.98,18500556,0.05,112710541.0,0.59,0
42855155,93.87,6616667179.0,2.15,405310740,11.02,109053668,0.08,199969796.0,0.65,1
16807541,93.15,3550503691.0,1.31,221206869,7.68,30482847,0.05,128358011.0,0.48,1
17134991,93.93,4147041390.0,1.24,237681557,7.3,34896214,0.03,133342237.0,0.42,0
702097,69.06,17744732.0,3.14,5847193,12.1,8237782,0.8,2236080.0,3.96,0
15547836,92.87,2219711848.0,3.29,179657205,9.38,323248432,0.3,47313972.0,0.71,1
687595,51.88,19580636.0,1.9,9580533,7.3,5396686,0.49,3622004.0,3.56,1
1629724,67.16,39472341.0,5.16,13223700,12.78,16510114,0.78,3159633.0,4.28,1
1515729,69.28,42713588.0,2.57,13409237,11.65,17656923,0.72,5903888.0,3.6,0
152882,57.05,16025987.0,0.51,6762084,2.28,5854672,0.66,3011638.0,0.97,0
1444538,96.81,1338837240.0,0.61,42111789,3.6,157231964,0.25,25019715.0,0.11,1
3639884,75.71,,1.79,0,3.86,32128967,0.44,,0.91,0
4048708,91.49,,0.73,0,6.19,30816399,0.09,,0.54,0
16535210,70.41,,25.36,0,20.42,231813269,1.46,,5.89,1
2522479,96.58,,1.63,0,5.61,210659310,0.31,,0.19,0
